product_name,review_title,review_text,review_date
"Lumberjack Levi Open Toe Sandals, Blue (Navy Blue Cc001), 12 UK Child",In attesa di un feedback di reso da due settimane,"È possibile avere il reso, i sandali sono grandi e non vanno. È da due settimane che ho fatto richiesta ma non ho avuto nessuna risposta.",Reviewed in Italy on 16 April 2021
"Lumberjack Levi Open Toe Sandals, Blue (Navy Blue Cc001), 12 UK Child","Ottimo sandalo Lumberjack, taglia precisa, buona qualità",Sandali ottimi e corrispondenti alla descrizione. La taglia è precisa. La consegna è stata un po' ritardata perché mal gestita dal corriere.,Reviewed in Italy on 12 October 2019
"Lumberjack Levi Open Toe Sandals, Blue (Navy Blue Cc001), 12 UK Child",Ottimo rapporto qualità prezzo,"Pratico e confortevole, spesa contenuta per un buon prodotto.",Reviewed in Italy on 31 August 2021
"Lumberjack Levi Open Toe Sandals, Blue (Navy Blue Cc001), 12 UK Child",Ne compro un paio ogni anno le uso tantissimo quando vado in vacanza,Comodissimi ci cammino per chilometri,Reviewed in Italy on 18 September 2021
"Lumberjack Levi Open Toe Sandals, Blue (Navy Blue Cc001), 12 UK Child",Recensione sandalo,Ottimo acquisto. Sandalo comodo e ben strutturato. Bello esteticamente.Veste bene ma essendo aperto consiglio 1 misura in più.,Reviewed in Italy on 5 June 2019
"ASICS Men's EVORIDE 2 Running Shoe, French Blue Hazard Green, 7 UK",Asics Evoride 2,"Ottime scarpe per allenamento e gare, leggere e stabili!",Reviewed in Italy on 20 September 2021
"ASICS Men's EVORIDE 2 Running Shoe, French Blue Hazard Green, 7 UK",qualité,très belle  chaussure tient bien le pied avec un amortie parfait pour des kms de footing  a recommander,Reviewed in France on 10 December 2021
"ASICS Men's EVORIDE 2 Running Shoe, French Blue Hazard Green, 7 UK",足裏へのダメージの少ないシューズ,１８キロほどを３回走りましたが、クッション性がよくて足裏の疲労度はさほどでもありませんでした。他の軽量の靴と比べると足へのダメージが少ない気がします。微妙な重さ（２６ｃｍで２２０グラムくらい）なので、もっと軽い靴が欲しい人にはホカオネオネのＲＩＮＣＯＮ３の方がいいかもしれません。ソールの踵に近い部分は３回目で少々ささくれ立っています。耐久性は期待しないほうがいいかも。親指にやんわりと「前に行け」という指令が入るようになっているので走りやすい靴ではあります。,Reviewed in Japan on 22 October 2021
"ASICS Men's EVORIDE 2 Running Shoe, French Blue Hazard Green, 7 UK",コスパ良いです,価格が5000円台になったので購入しました。グライドライドよりかなり軽い感じですが、前方への進む感じはやや少ないように思います。スピード練習でも使えそうなので、サブ４用のトレーニングに使用開始しました。,Reviewed in Japan on 9 September 2021
"ASICS Men's EVORIDE 2 Running Shoe, French Blue Hazard Green, 7 UK",Excelente zapatos,"Muy cómodos para trote o caminatas, los recomiendo",Reviewed in the United States on 3 June 2021
"ASICS Men's EVORIDE 2 Running Shoe, French Blue Hazard Green, 7 UK",Great shoe for the price,The shoe is responsive and that is good. But it would be better to have longer shoe laces,Reviewed in the United States on 3 April 2021
"ASICS Men's EVORIDE 2 Running Shoe, French Blue Hazard Green, 7 UK",running shoes,love my running shoes!!,Reviewed in the United States on 22 March 2021
Toddler/Little Kid Girl's Ballet Flat Ankle Strap Shoes Party Dress Shoes Black Size: 7 Toddler,Much smaller than the size they say,"These were waaaay smaller than the size they were supposed to be.Cute shoes tho.i bought them for my 6 yr old ,but they fit my 4 yr old.so,if you order them,get them 2 sizes bigger than you usually would get.",Reviewed in the United States on 7 November 2020
Toddler/Little Kid Girl's Ballet Flat Ankle Strap Shoes Party Dress Shoes Black Size: 7 Toddler,Shoe size,My daughter was size 7 I ordered a size 9 they were still very tight. I'd say size up 10 they would fit perfectly. They super cute otherwise,Reviewed in the United States on 16 April 2021
Toddler/Little Kid Girl's Ballet Flat Ankle Strap Shoes Party Dress Shoes Black Size: 7 Toddler,The shoes run at least 3 sizes small.,"4 stars for sizing issue. Not true to size at all. They run very small. But after return and requesting 3 sizes bigger, we are pleased. The shoes are cute in person than in pic.",Reviewed in the United States on 25 November 2020
Toddler/Little Kid Girl's Ballet Flat Ankle Strap Shoes Party Dress Shoes Black Size: 7 Toddler,Nice product very decent for the holidays,Honestly look way better in person does not look super cheap in the bowl detail is very decent,Reviewed in the United States on 6 December 2020
Toddler/Little Kid Girl's Ballet Flat Ankle Strap Shoes Party Dress Shoes Black Size: 7 Toddler,rans small,"real cute but ran small, loved the look but had to return",Reviewed in the United States on 9 February 2021
Toddler/Little Kid Girl's Ballet Flat Ankle Strap Shoes Party Dress Shoes Black Size: 7 Toddler,I got the wrong size,To small for my granddaughter,Reviewed in the United States on 22 May 2020
Toddler/Little Kid Girl's Ballet Flat Ankle Strap Shoes Party Dress Shoes Black Size: 7 Toddler,"Runs smaller, quality is good",Runs smaller than the actual size.,Reviewed in the United States on 6 August 2020
Toddler/Little Kid Girl's Ballet Flat Ankle Strap Shoes Party Dress Shoes Black Size: 7 Toddler,Run small,Very cute but they run small. Returned it.,Reviewed in the United States on 23 December 2020
Toddler/Little Kid Girl's Ballet Flat Ankle Strap Shoes Party Dress Shoes Black Size: 7 Toddler,Too small. Poor quality for price.,Ordered a size 6. Looked like size 3. Was very small. Not very good quality.,Reviewed in the United States on 9 March 2021
Toddler/Little Kid Girl's Ballet Flat Ankle Strap Shoes Party Dress Shoes Black Size: 7 Toddler,Runs extremely small,They were extremely small not true to her size at all. Pretty but no good if it don’t fit.,Reviewed in the United States on 22 December 2020
"FRYE Women's Maya Canvas Low Lace Sneaker, Blush, 4 UK",Authentic Frye shoes,"So comfortable. Soft white leather. True to size, authentic product.",Reviewed in Canada on 1 July 2019
"FRYE Women's Maya Canvas Low Lace Sneaker, Blush, 4 UK",Great comfy shoes and well made!,"Amazing value, super soft leather and incredibly comfortable and lightweight!",Reviewed in Canada on 5 July 2019
"FRYE Women's Maya Canvas Low Lace Sneaker, Blush, 4 UK",Very poor leather quality,"Very poor leather quality. The sneakers are very cute and elegant but have been sitting in my closet for the past months. I don’t see myself wearing them again. I wore them for a couple of weeks and they got soiled, as all shoes do. When I tried to clean them with a damp cloth, which I always do with my soiled leather shoes, I got a discoloration as a result that was even bigger than the initial spot, and nothing can be done about it. It cannot be fixed. Unfortunately, a waste of money.",Reviewed in the United States on 4 October 2018
"FRYE Women's Maya Canvas Low Lace Sneaker, Blush, 4 UK","Super Cute, Super Fake","Not leather, inside or out. Really smelly polyurethane smell, too. Got them for $23.00, so I'm keeping them. No wonder one of the reviewers stated that they didn't last.",Reviewed in the United States on 1 August 2019
"FRYE Women's Maya Canvas Low Lace Sneaker, Blush, 4 UK",Great shoe but tight,"This shoe is a bit too tight and the leather shoelaces shed little pieces of leather! They did include a second pair of cotton laces, which is odd.",Reviewed in the United States on 2 October 2021
"FRYE Women's Maya Canvas Low Lace Sneaker, Blush, 4 UK",Love them,"Super cute shoes. The leather laces are just ridiculous because they shed everywhere, but they send regular laces to change them out.",Reviewed in the United States on 24 December 2018
"FRYE Women's Maya Canvas Low Lace Sneaker, Blush, 4 UK",Gave  me terrible blisters first day I wore them. INSOLE comes out which is good,"need to put in an insole that supports a foot I don't like wearing flat shoes so I put my own in. The top of the shoe rubbed really bad on my right foot large toe joint which is my ""good"" foot. My left foot with having had major surgeries didn't have same issue. So I am still healing from 2 bad blisters on the right toe joint a week ago.",Reviewed in the United States on 18 July 2019
"FRYE Women's Maya Canvas Low Lace Sneaker, Blush, 4 UK",really cute but narrow,"Great quality leather, narrow fit but length is true to size. They're in new condition but came in tissue in an amazon box, no frye box. the laces seem really long and thick for the shoes but overall they're super cute and a great way to dress up sneakers!",Reviewed in the United States on 19 September 2019
"FRYE Women's Maya Canvas Low Lace Sneaker, Blush, 4 UK","Beautiful shoes, terrible comfort.","I bought these shoes despite the price tag of 140$ because they were exactly my style and when I got them I indeed loved the look, however, the first day I wore the shoes (only for 2 hours) I got a blister the size of a quarter (that have caused me to loose sleep for two days do to pain). If shoes are that pricy there is no reason why they shouldn't be built with comfort or at the very least not cause this amount of pain :(",Reviewed in the United States on 4 September 2020
"FRYE Women's Maya Canvas Low Lace Sneaker, Blush, 4 UK",Little traction allows slip/slide!,"Great fit, but the sole is totally flat and hard, offering very little traction. Odd being able to accidentally slide while wearing a tennis shoe. Thick suede laces are not easy to use.",Reviewed in the United States on 8 May 2018
"Berkemann Women's Paulette Sneaker, Deep Black, 4 UK",Wunderbare Passgenauigkeit,Sehr schöner Schuh zum günstigen Preis,Reviewed in Germany on 11 July 2021
Beck Girls Cherries Wellington rain boots,Bequem und geruchsarm,"Diese Gummistiefel sind im Vergleich zu vielen anderen alternativ bestellten sehr bequem, nicht so eng geschnitten am Fuß, sie haben eine biegsame Sohle und sind vorallem geruchsarm.Kann ich nur weiterempfehlen!",Reviewed in Germany on 9 November 2021
Beck Girls Cherries Wellington rain boots,schöner Mädchenstiefel,"Die Stiefel sind von ganz guter Qualität, sehen hübsch aus und sind wohl lt. meiner Tochter auch bequem",Reviewed in Germany on 29 November 2021
Beck Girls Cherries Wellington rain boots,Toller Stiefel und schönes Muster,Meine Tochter zieht sie gerne an. Sie fallen allerdings etwas kleiner aus.,Reviewed in Germany on 28 May 2021
Beck Girls Cherries Wellington rain boots,Süß und weich,"Überrascht, sind süße weiche Gummistiefel!",Reviewed in Germany on 11 June 2021
Beck Girls Cherries Wellington rain boots,Passt ganz gut,Qualität ist gut und wie erwartetGerne empfehle ich weiter:-),Reviewed in Germany on 18 June 2021
Beck Girls Cherries Wellington rain boots,Schöne Gummistiefel,Meine Tochter liebt diese Gummistiefel. Preis-Leistungsverhältnis stimmt,Reviewed in Germany on 25 June 2021
Beck Girls Cherries Wellington rain boots,Positiv überrascht!,Preis - Leistung in Ordnung.,Reviewed in Germany on 16 April 2021
Beck Girls Cherries Wellington rain boots,Pasuje do rozmiaru,Bardzo ładne i wygodne,Reviewed in Germany on 30 August 2021
Beck Girls Cherries Wellington rain boots,Gute Passform,Super Passform,Reviewed in Germany on 23 May 2021
"New Balance 860v9 Running Shoe, Gunmetal/Energy Red, 10.5 UK Child",Great New,Great shoes for kids. The pink is actually nicer in real life than photos.,Reviewed in Australia on 2 July 2021
"New Balance 860v9 Running Shoe, Gunmetal/Energy Red, 10.5 UK Child",The shoes are either defective or counterfeit,"I bought these  June 15. The shoes are either defective or counterfeit, it’s now July 21. The return window closed 7 days agoand unfortunately these tennis shoes created a hole where my toe is. I wore them approximately one hour per day and not every day throughout the month. I’ve bought new balance, even this same style,  for years and never had this happen within the first month. They’re either defective in which case I’d like the manufacturer or seller to return them and replace with a new pair or they’re counterfeit and not made well. I’m hoping Amazon or the seller will get in touch with me so we can rectify the situation. Thank you",Reviewed in the United States on 22 July 2020
